Year,Utility_Number,Utility_Name,Part,Service_Type,Data_type,State,Ownership,BA_Code,Revenues_Thousand_Dollars,Sales_Megawatthours,Customers_Count
2020,59619,"EDF Energy Services, LLC",B,Energy,O,DE,Retail Power Marketer,PJM,.,.,.
2020,59619,"EDF Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,.,.,.
2020,59619,"EDF Energy Services, LLC",B,Energy,O,MA,Retail Power Marketer,ISNE,.,.,.
2020,59619,"EDF Energy Services, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,.,.,.
2020,59619,"EDF Energy Services, LLC",B,Energy,O,ME,Retail Power Marketer,ISNE,.,.,.
2020,59619,"EDF Energy Services, LLC",B,Energy,O,NH,Retail Power Marketer,ISNE,.,.,.
2020,59619,"EDF Energy Services, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,.,.,.
2020,59619,"EDF Energy Services, LLC",B,Energy,O,NY,Retail Power Marketer,NYIS,.,.,.
2020,59619,"EDF Energy Services, LLC",B,Energy,O,OH,Retail Power Marketer,PJM,.,.,.
2020,59619,"EDF Energy Services, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,.,.,.
2020,59619,"EDF Energy Services, LLC",B,Energy,O,RI,Retail Power Marketer,ISNE,.,.,.
2020,59619,"EDF Energy Services, LLC",B,Energy,O,VA,Retail Power Marketer,PJM,.,.,.
2020,59619,"EDF Energy Services, LLC",D,Bundled,O,TX,Retail Power Marketer,ERCO,.,.,.
2020,59620,Verde Energy USA,B,Energy,O,CT,Retail Power Marketer,ISNE,16825,134719,17857
2020,59620,Verde Energy USA,B,Energy,O,MA,Retail Power Marketer,ISNE,11932,73965,11609
2020,59620,Verde Energy USA,B,Energy,O,NJ,Retail Power Marketer,PJM,24795,154192,20197
2020,59620,Verde Energy USA,B,Energy,O,NY,Retail Power Marketer,NYIS,14336,97085,17758
2020,59620,Verde Energy USA,B,Energy,O,OH,Retail Power Marketer,PJM,15225,110580,13108
2020,59620,Verde Energy USA,B,Energy,O,PA,Retail Power Marketer,PJM,48106,422927,44420
2020,59622,"Ahana Renewables, LLC",A,Bundled,O,CA,Behind the Meter,CISO,0,0,0
2020,59622,"Ahana Renewables, LLC",A,Bundled,O,MA,Behind the Meter,ISNE,0,0,0
