Year,Utility_Number,Utility_Name,Part,Service_Type,Data_type,State,Ownership,BA_Code,Revenues_Thousand_Dollars,Sales_Megawatthours,Customers_Count
2018,219,Alaska Power and Telephone Co,A,Bundled,O,AK,Investor Owned,NA,"8,090.00","25,790","5,569"
2018,221,"Alaska Village Elec Coop, Inc",A,Bundled,O,AK,Cooperative,NA,"20,268.80","41,835","8,183"
2018,230,Albany Utility Board,A,Bundled,O,GA,Municipal,SOCO,"41,190.00","356,381","31,473"
2018,232,City of Albemarle - (NC),A,Bundled,O,NC,Municipal,DUK,"17,453.80","135,027","9,883"
2018,240,Albemarle Electric Member Corp,A,Bundled,O,NC,Cooperative,PJM,"25,757.00","188,601","11,796"
2018,241,Albertville Municipal Utilities Board,A,Bundled,O,AL,Municipal,TVA,"12,378.00","126,620","7,982"
2018,261,AGC Division of APG Inc,A,Bundled,O,IN,Investor Owned,MISO,.,.,.
2018,276,Alcorn County Elec Power Assn,A,Bundled,O,MS,Cooperative,TVA,"26,163.00","230,316","14,786"
2018,289,City of Alexander City,A,Bundled,O,AL,Municipal,SOCO,"5,860.00","55,023","5,067"
2018,295,City of Alexandria - (MN),A,Bundled,O,MN,Municipal,MISO,"8,150.00","78,970","8,044"
2018,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,KS,Cooperative,SWPP,409,"4,132",223
2018,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,"5,121.00","52,316","2,728"
2018,298,City of Alexandria - (LA),A,Bundled,O,LA,Municipal,MISO,"30,466.10","299,887","20,512"
2018,305,Alger-Delta Coop Electric Assn,A,Bundled,O,MI,Cooperative,MISO,"10,157.00","49,287","9,507"
2018,307,Algoma Utility Comm,A,Bundled,O,WI,Municipal,MISO,"1,383.60","11,213","1,661"
2018,308,City of Acworth - (GA),A,Bundled,O,GA,Municipal,SOCO,"9,317.60","61,246","5,944"
2018,309,City of Algona - (IA),A,Bundled,O,IA,Municipal,SWPP,"4,245.00","29,632","3,027"
2018,329,"Allamakee-Clayton El Coop, Inc",A,Bundled,O,IA,Cooperative,MISO,"17,326.70","119,877","9,465"
2018,367,City of Alliance- (NE),A,Bundled,O,NE,Municipal,SWPP,"4,948.30","38,367","4,246"
2018,392,Alpena Power Co,A,Bundled,O,MI,Investor Owned,MISO,"12,620.30","89,047","13,686"
2018,407,Altamaha Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"31,049.10","244,481","20,712"
2018,416,City of Altus - (OK),A,Bundled,O,OK,Municipal,SWPP,"13,444.40","93,578","7,647"
2018,471,Amana Society Service Co,A,Bundled,O,IA,Investor Owned,MISO,994,"7,395",703
2018,540,BP Energy Company,B,Energy,O,WA,Retail Power Marketer,PSEI,0,0,0
2018,540,BP Energy Company,D,Bundled,O,TX,Retail Power Marketer,ERCO,0,0,0
2018,554,City of Ames - (IA),A,Bundled,O,IA,Municipal,MISO,"20,607.00","176,616","23,946"
2018,560,City of Amherst- (OH),A,Bundled,O,OH,Municipal,PJM,"7,633.00","60,825","5,558"
2018,562,Amicalola Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"74,113.20","663,321","44,166"
2018,571,City of Amory,A,Bundled,O,MS,Municipal,TVA,"4,441.00","41,903","2,892"
2018,577,City of Alcoa Utilities,A,Bundled,O,TN,Municipal,TVA,"43,554.00","406,466","25,601"
2018,590,City of Anaheim - (CA),A,Bundled,O,CA,Municipal,CISO,"97,586.00","592,732","101,740"
2018,599,Anchorage Municipal Light and Power,A,Bundled,O,AK,Municipal,AMPL,"24,180.90","120,098","24,548"
2018,604,City of Andalusia,A,Bundled,O,AL,Municipal,AEC,"5,621.00","43,068","3,639"
2018,636,City of Anderson - (IN),A,Bundled,O,IN,Municipal,PJM,"36,317.00","323,113","31,272"
2018,689,Connexus Energy,A,Bundled,O,MN,Cooperative,MISO,"161,391.00","1,210,365","121,711"
2018,690,City of Bardstown - (KY),A,Bundled,O,KY,Municipal,LGEE,"4,358.00","47,427","3,389"
2018,691,City of Anoka,A,Bundled,O,MN,Municipal,MISO,"10,139.00","76,866","10,779"
2018,694,Anza Electric Coop Inc,A,Bundled,O,CA,Cooperative,WALC,"8,831.70","46,181","4,378"
2018,719,Town of Apex- (NC),A,Bundled,O,NC,Municipal,CPLE,"21,078.40","211,538","19,690"
2018,727,Appalachian Electric Coop,A,Bundled,O,TN,Cooperative,TVA,"74,122.00","648,456","40,127"
2018,733,Appalachian Power Co,A,Bundled,O,VA,Investor Owned,PJM,"723,950.00","6,474,270","452,376"
2018,733,Appalachian Power Co,A,Bundled,O,WV,Investor Owned,PJM,"603,512.00","5,396,334","355,074"
2018,733,Appalachian Power Co,C,Delivery,O,VA,Investor Owned,PJM,0,0,0
2018,750,Arab Electric Coop Inc,A,Bundled,O,AL,Cooperative,TVA,"22,311.00","205,642","12,665"
2018,803,Arizona Public Service Co,A,Bundled,O,AZ,Investor Owned,AZPS,"1,867,369.00","13,190,481","1,100,816"
2018,814,Entergy Arkansas LLC,A,Bundled,O,AR,Investor Owned,MISO,"799,039.40","8,248,043","593,203"
2018,814,Entergy Arkansas LLC,A,Bundled,O,TN,Investor Owned,MISO,1.7,18,1
2018,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,AR,Cooperative,SWPP,"80,236.00","754,384","51,173"
2018,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,OK,Cooperative,SWPP,"6,378.90","59,117","4,120"
2018,828,City of Arlington - (MN),A,Bundled,O,MN,Municipal,MISO,837.4,"8,746",945
2018,887,"Arrowhead Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,"6,583.40","44,937","3,817"
2018,907,City of Ashland - (OR),A,Bundled,O,OR,Municipal,PACW,"7,964.50","86,287","10,395"
2018,918,City of Aspen- (CO),A,Bundled,O,CO,Municipal,PSCO,"2,857.00","24,002","2,031"
2018,942,Atchison-Holt Electric Coop,A,Bundled,O,IA,Cooperative,AECI,"1,485.00","10,580","1,030"
2018,942,Atchison-Holt Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"3,731.00","26,588","2,363"
2018,944,City of Athens - (AL),A,Bundled,O,AL,Municipal,TVA,"69,279.00","634,846","39,891"
2018,947,Athens Utility Board,A,Bundled,O,TN,Municipal,TVA,"16,757.00","164,554","10,959"
2018,963,Atlantic City Electric Co,A,Bundled,O,NJ,Investor Owned,PJM,"615,868.10","3,613,606","427,174"
2018,963,Atlantic City Electric Co,C,Delivery,O,NJ,Investor Owned,PJM,"44,838.60","571,299","62,279"
2018,965,Atlantic Municipal Utilities,A,Bundled,O,IA,Municipal,MISO,"3,659.70","43,497","3,807"
2018,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,PJM,"1,753.50","18,751",87
2018,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,MISO,"271,563.40","4,717,240","428,336"
2018,993,Auburn Board of Public Works,A,Bundled,O,NE,Municipal,SWPP,"2,458.00","26,628","1,891"
2018,994,City of Auburn - (IN),A,Bundled,O,IN,Municipal,PJM,"5,907.20","67,763","6,512"
2018,998,City of Augusta - (KS),A,Bundled,O,KS,Municipal,SWPP,"5,105.60","40,718","3,881"
2018,1009,City of Austin - (MN),A,Bundled,O,MN,Municipal,MISO,"11,109.70","79,475","10,508"
2018,1015,Austin Energy,A,Bundled,O,TX,Municipal,ERCO,"495,779.00","4,627,388","435,957"
2018,1024,City of Ava - (MO),A,Bundled,O,MO,Municipal,AECI,830,"10,913","1,230"
2018,1036,Town of Ayden - (NC),A,Bundled,O,NC,Municipal,CPLE,"6,039.00","48,841","3,692"
2018,1050,City of Azusa,A,Bundled,O,CA,Municipal,CISO,"10,934.00","86,362","14,771"
2018,1062,BARC Electric Coop Inc,A,Bundled,O,VA,Cooperative,PJM,"17,523.30","132,128","11,985"
2018,1101,Bagley Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,733.5,"6,147",551
2018,1148,City of Baldwin City- (KS),A,Bundled,O,KS,Municipal,SWPP,"2,589.00","18,027","1,757"
2018,1149,Baldwin County El Member Corp,A,Bundled,O,AL,Cooperative,AEC,"116,118.00","976,956","69,514"
2018,1167,Baltimore Gas & Electric Co,A,Bundled,O,MD,Investor Owned,PJM,"1,221,408.90","9,674,746","883,154"
2018,1167,Baltimore Gas & Electric Co,C,Delivery,O,MD,Investor Owned,PJM,"152,809.60","3,273,662","281,493"
2018,1169,Bailey County Elec Coop Assn,A,Bundled,O,TX,Cooperative,SWPP,"2,970.00","26,300","3,398"
2018,1175,"Bandera Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"48,973.30","451,756","30,863"
2018,1176,City of Bandon - (OR),A,Bundled,O,OR,Municipal,BPAT,"3,023.20","34,708","3,006"
2018,1179,Emera Maine,A,Bundled,O,ME,Investor Owned,NBSO,"27,225.00","187,566","28,813"
2018,1179,Emera Maine,A,Bundled,O,ME,Investor Owned,ISNE,"116,286.70","585,299","96,345"
2018,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,NBSO,10,145,36
2018,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,ISNE,"5,454.90","50,551","7,998"
2018,1181,Village of Bangor - (WI),A,Bundled,O,WI,Municipal,MISO,"1,590.70","12,483","1,306"
2018,1192,City of Banning - (CA),A,Bundled,O,CA,Municipal,CISO,"13,737.70","69,917","10,977"
2018,1196,Village of Baraga - (MI),A,Bundled,O,MI,Municipal,MISO,376.1,"2,851",540
2018,1201,Barbourville Utility Comm,A,Bundled,O,KY,Municipal,LGEE,"4,302.10","40,656","3,423"
2018,1233,City of Barnesville - (MN),A,Bundled,O,MN,Municipal,MISO,"1,528.40","17,240","1,388"
2018,1251,Barron Electric Coop,A,Bundled,O,WI,Cooperative,MISO,"27,091.00","205,336","18,238"
2018,1273,"Bartlett Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"18,520.30","176,308","10,418"
2018,1276,"Barrow Utils & Elec Coop, Inc",A,Bundled,O,AK,Cooperative,NA,"1,543.00","11,121","1,529"
2018,1279,Barry Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"14,369.50","119,047","8,396"
2018,1283,Bartholomew County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"22,341.00","167,342","10,966"
2018,1300,City of Bartow - (FL),A,Bundled,O,FL,Municipal,FPC,"15,428.00","138,228","10,616"
2018,1301,"Barton County Elec Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,"11,876.00","89,989","5,909"
2018,1307,Basin Electric Power Coop,A,Bundled,O,ND,Cooperative,SWPP,.,.,.
2018,1307,Basin Electric Power Coop,A,Bundled,O,WY,Cooperative,WACM,.,.,.
2018,1325,City of Batavia - (IL),A,Bundled,O,IL,Municipal,PJM,"12,648.00","91,003","9,657"
2018,1366,City of Bay City - (MI),A,Bundled,O,MI,Municipal,MISO,"17,500.00","135,107","17,908"
2018,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,MI,Cooperative,MISO,52.3,174,67
2018,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,WI,Cooperative,MISO,"12,679.60","68,344","8,907"
2018,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,MT,Cooperative,NWMT,"6,424.10","49,053","5,211"
2018,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,WY,Cooperative,NWMT,568.7,"4,554",400
2018,1427,City of Beatrice - (NE),A,Bundled,O,NE,Municipal,SWPP,"6,956.00","72,858","5,794"
2018,1456,Town of Bedford - (VA),A,Bundled,O,VA,Municipal,PJM,"11,254.10","87,549","5,747"
2018,1458,"Beauregard Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,"68,184.00","646,985","39,333"
2018,1523,Town of Belmont - (MA),A,Bundled,O,MA,Municipal,ISNE,"14,443.10","70,929","10,784"
2018,1525,City of Beloit - (KS),A,Bundled,O,KS,Municipal,SWPP,"2,072.00","16,321","1,815"
2018,1529,"Beltrami Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,"38,101.50","287,156","19,589"
2018,1566,City of Bennettsville - (SC),A,Bundled,O,SC,Municipal,SC,"5,731.00","43,941","3,906"
2018,1573,City of Benson - (MN),A,Bundled,O,MN,Municipal,MISO,"1,457.60","15,642","1,516"
2018,1578,Benton County,A,Bundled,O,TN,Municipal,TVA,"14,865.00","117,783","8,481"
2018,1579,PUD No 1 of Benton County,A,Bundled,O,WA,Political Subdivision,BPAT,"59,727.00","698,135","46,438"
2018,1581,City of Benton - (AR),A,Bundled,O,AR,Municipal,MISO,"15,821.90","152,883","13,387"
2018,1582,City of Benton - (KY),A,Bundled,O,KY,Municipal,TVA,"3,075.00","25,584","1,809"
2018,1586,City of Bentonville - (AR),A,Bundled,O,AR,Municipal,SWPP,"28,976.00","251,509","20,969"
2018,1591,"Big Country Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"10,448.00","85,823","8,703"
2018,1601,City of Beresford,A,Bundled,O,SD,Municipal,SWPP,"1,374.00","10,028",946
2018,1611,"Messer Energy Services, Inc.",B,Energy,O,DE,Retail Power Marketer,PJM,0,0,0
2018,1611,"Messer Energy Services, Inc.",B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0
2018,1611,"Messer Energy Services, Inc.",B,Energy,O,MA,Retail Power Marketer,ISNE,0,0,0
2018,1611,"Messer Energy Services, Inc.",B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0
2018,1611,"Messer Energy Services, Inc.",B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0
2018,1611,"Messer Energy Services, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0
2018,1611,"Messer Energy Services, Inc.",B,Energy,O,OH,Retail Power Marketer,PJM,0,0,0
2018,1611,"Messer Energy Services, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0
2018,1613,Berkeley Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,"180,700.00","1,370,521","88,784"
2018,1625,Benton Rural Electric Assn,A,Bundled,O,WA,Cooperative,BPAT,"18,057.00","208,105","11,660"
2018,1640,City of Bessemer Utilities,A,Bundled,O,AL,Municipal,TVA,"13,261.00","122,169","9,381"
2018,1675,Big Horn Rural Electric Co,A,Bundled,O,MT,Cooperative,WACM,49,287,39
2018,1675,Big Horn Rural Electric Co,A,Bundled,O,WY,Cooperative,WACM,"4,353.00","29,227","2,976"
2018,1683,"Big Horn County Elec Coop, Inc",A,Bundled,O,MT,Cooperative,NWMT,"4,511.40","37,863","3,060"
2018,1683,"Big Horn County Elec Coop, Inc",A,Bundled,O,WY,Cooperative,NWMT,420.7,"3,577",269
2018,1708,Big Sandy Rural Elec Coop Corp,A,Bundled,O,KY,Cooperative,PJM,"19,363.00","171,979","11,796"
2018,1723,"Big Bend Electric Coop, Inc",A,Bundled,O,WA,Cooperative,BPAT,"8,014.00","103,377","5,016"
2018,1736,Blachly-Lane County Coop El Assn,A,Bundled,O,OR,Cooperative,BPAT,"6,503.80","49,387","3,233"
2018,1738,Bonneville Power Administration,A,Bundled,O,OR,Federal,BPAT,0,0,0
2018,1738,Bonneville Power Administration,A,Bundled,O,WA,Federal,BPAT,0,0,0
2018,1763,"Black River Electric Coop, Inc - (SC)",A,Bundled,O,SC,Cooperative,SC,"57,070.40","479,754","28,343"
2018,1764,Black Diamond Power Co,A,Bundled,O,WV,Investor Owned,PJM,"4,869.30","38,393","3,441"
2018,1769,"Black Hills Electric Coop, Inc",A,Bundled,O,SD,Cooperative,SWPP,"16,242.20","114,787","8,647"
2018,1775,Black River Electric Coop - (MO),A,Bundled,O,MO,Cooperative,AECI,"31,902.00","309,504","20,518"
2018,1776,City of Black River Falls,A,Bundled,O,WI,Municipal,MISO,"2,461.90","19,531","2,218"
2018,1780,Black Warrior Elec Member Corp,A,Bundled,O,AL,Cooperative,SOCO,"30,860.20","283,628","20,321"
2018,1818,City of Blaine - (WA),A,Bundled,O,WA,Municipal,PSEI,"1,980.00","26,502","2,856"
2018,1857,Block Island Power Co,A,Bundled,O,RI,Investor Owned,ISNE,"1,619.00","4,207","1,321"
2018,1869,City of Bloomfield - (IA),A,Bundled,O,IA,Municipal,AECI,"1,531.60","11,805","1,103"
2018,1883,Blue Earth Light & Water,A,Bundled,O,MN,Municipal,MISO,"1,649.00","14,509","1,913"
2018,1884,BENCO Electric Cooperative,A,Bundled,O,MN,Cooperative,MISO,"26,218.90","188,749","16,356"
2018,1886,Blue Grass Energy Coop Corp,A,Bundled,O,KY,Cooperative,PJM,"93,050.00","890,232","55,590"
2018,1889,Blue Ridge Elec Member Corp - (NC),A,Bundled,O,NC,Cooperative,DUK,"94,373.00","744,215","68,144"
2018,1890,Blue Ridge Electric Coop Inc - (SC),A,Bundled,O,SC,Cooperative,DUK,"121,812.10","808,105","63,777"
2018,1891,Blue Ridge Mountain EMC - (GA),A,Bundled,O,GA,Cooperative,TVA,"38,798.00","302,535","27,489"
2018,1891,Blue Ridge Mountain EMC - (GA),A,Bundled,O,NC,Cooperative,TVA,"20,330.00","159,270","14,071"
2018,1892,"Bluebonnet Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"141,835.80","1,295,278","83,724"
2018,1896,City of Bluffton - (IN),A,Bundled,O,IN,Municipal,PJM,"4,611.00","52,007","4,890"
2018,1898,"Bon Homme Yankton El Assn, Inc",A,Bundled,O,SD,Cooperative,SWPP,"6,904.60","61,310","3,284"
2018,1913,City of Boerne,A,Bundled,O,TX,Municipal,ERCO,"6,951.00","62,509","4,215"
2018,1936,Bolivar Energy Authority,A,Bundled,O,TN,Municipal,TVA,"16,304.00","135,928","8,717"
2018,1997,City of Boscobel - (WI),A,Bundled,O,WI,Municipal,MISO,"1,248.40","12,110","1,444"
2018,2001,Boone Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"49,227.00","446,932","31,417"
2018,2008,City of Boulder City - (NV),A,Bundled,O,NV,Municipal,WALC,"9,977.00","96,627","6,964"
2018,2010,City of Bountiful,A,Bundled,O,UT,Municipal,PACE,"15,940.00","152,310","15,569"
2018,2049,"Bowie-Cass Electric Coop, Inc",A,Bundled,O,TX,Cooperative,SWPP,"60,615.90","502,087","33,360"
2018,2054,City of Bowling Green - (OH),A,Bundled,O,OH,Municipal,PJM,"14,416.00","103,776","12,797"
2018,2056,City of Bowling Green - (KY),A,Bundled,O,KY,Municipal,TVA,"31,049.00","297,397","25,259"
2018,2089,Bozrah Light & Power Company,A,Bundled,O,CT,Municipal,ISNE,"4,124.80","23,302","2,392"
2018,2138,Brainerd Public Utilities,A,Bundled,O,MN,Municipal,MISO,"6,291.00","52,529","6,732"
2018,2144,Town of Braintree - (MA),A,Bundled,O,MA,Municipal,ISNE,"16,949.00","120,250","13,934"
2018,2182,City of Breckenridge- (MN),A,Bundled,O,MN,Municipal,MISO,"1,542.00","19,544","1,558"
2018,2192,Bremen Electric Light & Power Co,A,Bundled,O,IN,Municipal,MISO,"1,672.30","15,759","1,924"
2018,2194,City of Brenham - (TX),A,Bundled,O,TX,Municipal,ERCO,"7,452.20","78,547","5,767"
2018,2206,City of Brewster - (MN),A,Bundled,O,MN,Municipal,MISO,237.2,"2,241",218
2018,2212,"Broad River Electric Coop, Inc",A,Bundled,O,NC,Cooperative,DUK,869.5,"5,986",414
2018,2212,"Broad River Electric Coop, Inc",A,Bundled,O,SC,Cooperative,DUK,"41,970.70","289,601","20,452"
2018,2215,"Bridger Valley Elec Assn, Inc",A,Bundled,O,UT,Cooperative,WACM,"1,299.10","7,711","1,767"
2018,2215,"Bridger Valley Elec Assn, Inc",A,Bundled,O,WY,Cooperative,WACM,"4,164.40","37,611","3,645"
2018,2220,Brigham City Corporation,A,Bundled,O,UT,Municipal,PACE,"5,431.00","51,781","6,918"
2018,2247,City of Bristol - (TN),A,Bundled,O,TN,Municipal,TVA,"46,551.00","475,984","28,949"
2018,2248,Bristol Virginia Utilities,A,Bundled,O,VA,Municipal,TVA,"22,465.00","207,591","13,631"
2018,2273,Brodhead Water & Lighting Comm,A,Bundled,O,WI,Municipal,MISO,"1,564.70","13,221","1,524"
2018,2277,City of Broken Bow - (NE),A,Bundled,O,NE,Municipal,SWPP,"2,614.40","23,659","2,173"
2018,2285,City of Brookings - (SD),A,Bundled,O,SD,Municipal,WACM,"10,876.00","104,474","9,455"
2018,2316,Brown County Rural Elec Assn,A,Bundled,O,MN,Cooperative,MISO,"8,132.40","68,853","3,710"
2018,2354,Brown-Atchison E C A Inc,A,Bundled,O,KS,Cooperative,SWPP,"4,550.30","32,377","2,818"
2018,2394,Burke-Divide Electric Coop Inc,A,Bundled,O,ND,Cooperative,SWPP,"3,438.00","43,085","2,169"
2018,2409,Brownsville Public Utilities Board,A,Bundled,O,TX,Municipal,ERCO,"60,592.00","587,762","44,014"
2018,2411,City of Brownsville,A,Bundled,O,TN,Municipal,TVA,"5,741.00","57,510","4,151"
2018,2439,City of Bryan - (OH),A,Bundled,O,OH,Municipal,PJM,"5,705.80","48,568","5,068"
2018,2442,City of Bryan - (TX),A,Bundled,O,TX,Municipal,ERCO,"73,923.50","711,308","50,483"
2018,2485,City of Buffalo - (MN),A,Bundled,O,MN,Municipal,MISO,"5,795.90","43,271","5,189"
2018,2487,City of Buford,A,Bundled,O,GA,Municipal,SOCO,"3,973.30","33,986","2,586"
2018,2502,"Buckeye Rural Elec Coop, Inc",A,Bundled,O,OH,Cooperative,PJM,"36,558.90","235,391","17,813"
2018,2507,City of Burbank Water and Power,A,Bundled,O,CA,Municipal,LDWP,"45,386.70","273,883","46,140"
2018,2545,City of Burley - (ID),A,Bundled,O,ID,Municipal,BPAT,"3,322.30","46,306","3,986"
2018,2548,City of Burlington Electric - (VT),A,Bundled,O,VT,Municipal,ISNE,"13,283.70","84,546","17,096"
2018,2551,City of Burlington - (KS),A,Bundled,O,KS,Municipal,SWPP,"1,659.60","13,223","1,346"
2018,2599,Burt County Public Power Dist,A,Bundled,O,NE,Political Subdivision,SWPP,"8,243.00","63,021","3,380"
2018,2641,"Butler Rural El Coop Assn, Inc - (KS)",A,Bundled,O,KS,Cooperative,SWPP,"14,850.00","103,627","6,682"
2018,2643,Butler Public Power District - (NE),A,Bundled,O,NE,Political Subdivision,SWPP,"7,784.00","69,966","4,636"
2018,2650,Borough of Butler - (NJ),A,Bundled,O,NJ,Municipal,PJM,"12,339.30","103,385","10,328"
2018,2651,Butler Rural Electric Coop Inc - (OH),A,Bundled,O,OH,Cooperative,PJM,"30,736.00","189,405","11,012"
2018,2652,Butler County Rural Elec Coop - (IA),A,Bundled,O,IA,Cooperative,SWPP,"12,675.00","98,721","4,849"
2018,2655,"Butte Electric Coop, Inc",A,Bundled,O,SD,Cooperative,WACM,"8,945.10","65,822","5,143"
2018,2678,C & L Electric Coop Corp,A,Bundled,O,AR,Cooperative,MISO,"30,109.00","268,117","19,749"
2018,2773,City of Cairo - (GA),A,Bundled,O,GA,Municipal,SOCO,"5,935.80","48,468","3,852"
2018,2774,CMS Electric Coop Inc,A,Bundled,O,KS,Cooperative,SWPP,"4,413.30","27,389","3,158"
2018,2812,City of Calhoun - (GA),A,Bundled,O,GA,Municipal,SOCO,"5,311.60","47,571","4,220"
2018,2830,Calpine Power America LLC,B,Energy,O,CA,Retail Power Marketer,CISO,.,.,.
2018,2830,Calpine Power America LLC,B,Energy,O,ME,Retail Power Marketer,ISNE,.,.,.
2018,2830,Calpine Power America LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,.,.,.
2018,2849,Central Electric Power Assn - (MS),A,Bundled,O,MS,Cooperative,TVA,"52,198.00","474,732","29,644"
2018,2888,City of Cambridge - (NE),A,Bundled,O,NE,Municipal,SWPP,660,"5,871",482
2018,2890,City of Camden,A,Bundled,O,SC,Municipal,CPLE,"13,914.90","112,668","9,708"
2018,2900,City of Cameron,A,Bundled,O,MO,Municipal,AECI,"3,495.00","31,989","2,880"
2018,2903,Canoochee Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"36,207.90","304,568","20,956"
2018,2910,City of Camilla,A,Bundled,O,GA,Municipal,SOCO,"3,117.40","25,668","1,972"
2018,2911,"Canadian Valley Elec Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,"35,773.40","361,491","22,469"
2018,2955,Canby Utility Board,A,Bundled,O,OR,Municipal,PGE,"6,228.70","76,959","6,668"
2018,2960,"Caney Fork Electric Coop, Inc",A,Bundled,O,TN,Cooperative,TVA,"45,999.00","414,077","27,272"
2018,2961,"Caney Valley El Coop Assn, Inc",A,Bundled,O,KS,Cooperative,SWPP,"5,243.30","32,605","3,544"
2018,2974,Canton Municipal Utilities,A,Bundled,O,MS,Municipal,MISO,"4,887.00","50,300","3,823"
2018,2982,Cape Hatteras Elec Member Corp,A,Bundled,O,NC,Cooperative,PJM,"15,008.00","102,394","6,707"
2018,2985,"Capital Electric Coop, Inc",A,Bundled,O,ND,Cooperative,SWPP,"23,646.00","227,680","18,111"
2018,2986,"Cam Wal Electric Coop, Inc",A,Bundled,O,SD,Cooperative,SWPP,"4,732.90","37,834","2,153"
2018,2998,"Carbon Power & Light, Inc",A,Bundled,O,WY,Cooperative,WACM,"6,361.50","39,651","4,988"
2018,3046,Duke Energy Progress - (NC),A,Bundled,O,NC,Investor Owned,CPLE,"1,839,564.90","16,535,624","1,203,058"
2018,3046,Duke Energy Progress - (NC),A,Bundled,O,SC,Investor Owned,CPLE,"260,819.60","2,181,622","136,802"
2018,3075,Carroll County - (TN),A,Bundled,O,TN,Municipal,TVA,"20,002.00","191,914","12,146"
