Year,Utility_Number,Utility_Name,Part,Service_Type,Data_type,State,Ownership,BA_Code,Revenues_Thousand_Dollars,Sales_Megawatthours,Customers_Count
2021,690,City of Bardstown - (KY),A,Bundled,O,KY,Municipal,LGEE,"4,119.00","44,532","3,427"
2021,691,City of Anoka,A,Bundled,O,MN,Municipal,MISO,"10,823.00","79,249","11,148"
2021,719,Town of Apex- (NC),A,Bundled,O,NC,Municipal,CPLE,"29,118.80","251,886","24,585"
2021,727,Appalachian Electric Coop,A,Bundled,O,TN,Cooperative,TVA,"72,833.00","631,326","41,697"
2021,733,Appalachian Power Co,A,Bundled,O,VA,Investor Owned,PJM,"696,097.00","6,245,479","460,210"
2021,733,Appalachian Power Co,A,Bundled,O,WV,Investor Owned,PJM,"682,191.00","4,961,170","353,652"
2021,733,Appalachian Power Co,C,Delivery,O,VA,Investor Owned,PJM,0,0,0
2021,750,Arab Electric Coop Inc,A,Bundled,O,AL,Cooperative,TVA,"21,904.00","196,809","13,296"
2021,796,Arizona Electric Pwr Coop Inc,B,Energy,O,CA,Cooperative,CISO,.,.,.
2021,803,Arizona Public Service Co,A,Bundled,O,AZ,Investor Owned,AZPS,"1,913,324.20","14,223,711","1,177,343"
2021,814,Entergy Arkansas LLC,A,Bundled,O,AR,Investor Owned,MISO,"882,770.70","8,054,133","605,469"
2021,814,Entergy Arkansas LLC,A,Bundled,O,TN,Investor Owned,MISO,1.7,17,2
2021,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,AR,Cooperative,SWPP,"89,033.10","724,439","52,575"
2021,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,OK,Cooperative,SWPP,"7,069.70","57,831","4,177"
2021,944,City of Athens - (AL),A,Bundled,O,AL,Municipal,TVA,"70,660.00","690,905","44,373"
2021,947,Athens Utility Board,A,Bundled,O,TN,Municipal,TVA,"16,317.00","158,400","11,180"
2021,963,Atlantic City Electric Co,A,Bundled,O,NJ,Investor Owned,PJM,"701,582.30","3,774,086","448,299"
2021,963,Atlantic City Electric Co,C,Delivery,O,NJ,Investor Owned,PJM,"42,201.10","446,080","50,868"
2021,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,MISO,"219,141.70","4,883,013","453,890"
2021,994,City of Auburn - (IN),A,Bundled,O,IN,Municipal,PJM,"6,345.30","72,139","6,658"
2021,1009,City of Austin - (MN),A,Bundled,O,MN,Municipal,MISO,"10,984.00","81,154","10,651"
2021,1015,Austin Energy,A,Bundled,O,TX,Municipal,ERCO,"470,685.60","4,656,544","469,969"
2021,1050,City of Azusa,A,Bundled,O,CA,Municipal,CISO,"13,499.00","97,767","14,888"
2021,1149,Baldwin County El Member Corp,A,Bundled,O,AL,Cooperative,SOCO,"121,031.00","1,020,601","75,804"
2021,1167,Baltimore Gas & Electric Co,A,Bundled,O,MD,Investor Owned,PJM,"1,237,491.20","10,065,408","933,919"
2021,1167,Baltimore Gas & Electric Co,C,Delivery,O,MD,Investor Owned,PJM,"141,548.40","2,842,569","259,324"
2021,1169,Bailey County Elec Coop Assn,A,Bundled,O,TX,Cooperative,SWPP,"3,493.80","25,536","3,360"
2021,1175,"Bandera Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"50,553.80","458,209","33,262"
2021,1179,Versant Power,A,Bundled,O,ME,Investor Owned,NBSO,"30,497.10","188,931","28,823"
2021,1179,Versant Power,A,Bundled,O,ME,Investor Owned,ISNE,"112,521.30","620,062","98,168"
2021,1179,Versant Power,C,Delivery,O,ME,Investor Owned,NBSO,5.6,57,14
2021,1179,Versant Power,C,Delivery,O,ME,Investor Owned,ISNE,"6,484.50","59,309","8,652"
2021,1196,Village of Baraga - (MI),A,Bundled,O,MI,Municipal,MISO,339.8,"2,564",540
2021,1251,Barron Electric Coop,A,Bundled,O,WI,Cooperative,MISO,"26,973.00","205,085","18,793"
2021,1273,"Bartlett Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"19,593.10","163,162","9,259"
2021,1283,Bartholomew County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"21,369.00","157,884","11,149"
2021,1300,City of Bartow - (FL),A,Bundled,O,FL,Municipal,FPC,"16,309.50","151,804","10,817"
2021,1307,Basin Electric Power Coop,A,Bundled,O,ND,Cooperative,SWPP,.,.,.
2021,1325,City of Batavia - (IL),A,Bundled,O,IL,Municipal,PJM,"12,831.00","91,667","9,809"
2021,1366,City of Bay City - (MI),A,Bundled,O,MI,Municipal,MISO,"19,045.20","133,310","17,848"
2021,1456,Town of Bedford - (VA),A,Bundled,O,VA,Municipal,PJM,"10,060.00","85,346","5,830"
2021,1458,"Beauregard Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,"68,872.00","614,959","39,308"
2021,1529,"Beltrami Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,"39,696.50","281,935","20,170"
2021,1578,Benton County,A,Bundled,O,TN,Municipal,TVA,"14,257.00","109,089","8,555"
2021,1579,PUD No 1 of Benton County,A,Bundled,O,WA,Political Subdivision,BPAT,"61,570.00","712,677","48,523"
2021,1581,City of Benton - (AR),A,Bundled,O,AR,Municipal,MISO,"15,821.10","149,913","12,550"
2021,1582,City of Benton - (KY),A,Bundled,O,KY,Municipal,TVA,"2,904.00","23,216","1,848"
2021,1586,City of Bentonville - (AR),A,Bundled,O,AR,Municipal,SWPP,"31,122.00","272,312","23,052"
2021,1591,"Big Country Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"12,300.00","83,997","9,083"
2021,1611,"Messer Energy Services, Inc.",B,Energy,O,DE,Retail Power Marketer,PJM,0,0,0
2021,1611,"Messer Energy Services, Inc.",B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0
2021,1611,"Messer Energy Services, Inc.",B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0
2021,1611,"Messer Energy Services, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0
2021,1611,"Messer Energy Services, Inc.",B,Energy,O,OH,Retail Power Marketer,PJM,0,0,0
2021,1611,"Messer Energy Services, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0
2021,1613,Berkeley Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,"190,420.00","1,418,499","100,261"
2021,1625,Benton Rural Electric Assn,A,Bundled,O,WA,Cooperative,BPAT,"18,776.30","216,023","12,406"
2021,1640,City of Bessemer Utilities,A,Bundled,O,AL,Municipal,TVA,"12,629.00","113,898","9,540"
2021,1708,Big Sandy Rural Elec Coop Corp,A,Bundled,O,KY,Cooperative,PJM,"19,045.00","160,321","11,721"
2021,1723,"Big Bend Electric Coop, Inc",A,Bundled,O,WA,Cooperative,BPAT,"9,251.30","109,602","5,234"
2021,1738,Bonneville Power Administration,A,Bundled,O,OR,Federal,BPAT,.,.,.
2021,1738,Bonneville Power Administration,A,Bundled,O,WA,Federal,BPAT,.,.,.
2021,1763,"Black River Electric Coop, Inc - (SC)",A,Bundled,O,SC,Cooperative,SC,"54,939.70","454,974","29,436"
2021,1764,Black Diamond Power Co,A,Bundled,O,WV,Investor Owned,PJM,"4,895.00","35,789","3,483"
2021,1769,"Black Hills Electric Coop, Inc",A,Bundled,O,SD,Cooperative,SWPP,"16,837.00","118,431","8,604"
2021,1775,Black River Electric Coop - (MO),A,Bundled,O,MO,Cooperative,AECI,"30,694.00","296,799","20,990"
2021,1776,City of Black River Falls,A,Bundled,O,WI,Municipal,MISO,"2,693.10","19,161","2,231"
2021,1780,Black Warrior Elec Member Corp,A,Bundled,O,AL,Cooperative,SOCO,"29,935.90","265,595","20,205"
2021,1857,Block Island Utility District,A,Bundled,O,RI,Political Subdivision,ISNE,"2,897.00","6,894","1,610"
2021,1884,BENCO Electric Cooperative,A,Bundled,O,MN,Cooperative,MISO,"31,582.20","218,847","17,643"
2021,1886,Blue Grass Energy Coop Corp,A,Bundled,O,KY,Cooperative,PJM,"92,563.00","842,278","57,902"
2021,1889,Blue Ridge Elec Member Corp - (NC),A,Bundled,O,NC,Cooperative,DUK,"92,292.00","731,293","69,741"
2021,1890,Blue Ridge Electric Coop Inc - (SC),A,Bundled,O,SC,Cooperative,DUK,"119,641.10","782,968","63,478"
2021,1891,Blue Ridge Mountain EMC - (GA),A,Bundled,O,GA,Cooperative,TVA,"40,956.00","322,209","29,314"
2021,1891,Blue Ridge Mountain EMC - (GA),A,Bundled,O,NC,Cooperative,TVA,"21,018.00","165,547","14,973"
2021,1892,"Bluebonnet Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"154,072.50","1,383,657","96,917"
2021,1896,City of Bluffton - (IN),A,Bundled,O,IN,Municipal,PJM,"4,905.00","50,701","4,915"
2021,1936,Bolivar Energy Authority,A,Bundled,O,TN,Municipal,TVA,"15,551.00","126,607","8,907"
2021,1997,City of Boscobel - (WI),A,Bundled,O,WI,Municipal,MISO,"1,260.00","11,797","1,412"
2021,2001,Boone Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"50,283.00","427,088","32,588"
2021,2008,City of Boulder City - (NV),A,Bundled,O,NV,Municipal,WALC,"10,158.00","100,013","7,088"
2021,2010,City of Bountiful,A,Bundled,O,UT,Municipal,PACE,"16,869.00","158,154","15,585"
2021,2049,"Bowie-Cass Electric Coop, Inc",A,Bundled,O,TX,Cooperative,SWPP,"62,541.50","490,782","34,053"
2021,2054,City of Bowling Green - (OH),A,Bundled,O,OH,Municipal,PJM,"15,398.00","102,011","12,884"
2021,2056,City of Bowling Green - (KY),A,Bundled,O,KY,Municipal,TVA,"30,620.00","287,029","26,044"
2021,2089,Bozrah Light & Power Company,A,Bundled,O,CT,Municipal,ISNE,"4,479.40","23,613","2,416"
2021,2144,Town of Braintree - (MA),A,Bundled,O,MA,Municipal,ISNE,"17,016.00","118,768","13,996"
2021,2194,City of Brenham - (TX),A,Bundled,O,TX,Municipal,ERCO,"7,134.20","75,767","5,917"
2021,2212,"Broad River Electric Coop, Inc",A,Bundled,O,NC,Cooperative,DUK,807.2,"5,996",453
2021,2212,"Broad River Electric Coop, Inc",A,Bundled,O,SC,Cooperative,DUK,"40,967.50","275,316","21,849"
2021,2247,City of Bristol - (TN),A,Bundled,O,TN,Municipal,TVA,"44,746.00","459,622","29,286"
2021,2248,Bristol Virginia Utilities,A,Bundled,O,VA,Municipal,TVA,"20,329.00","201,788","13,597"
2021,2273,Brodhead Water & Lighting Comm,A,Bundled,O,WI,Municipal,MISO,"1,612.20","13,361","1,534"
2021,2285,City of Brookings - (SD),A,Bundled,O,SD,Municipal,WACM,"11,091.00","100,635","9,906"
2021,2394,Burke-Divide Electric Coop Inc,A,Bundled,O,ND,Cooperative,SWPP,"3,200.00","40,233","2,225"
2021,2409,Brownsville Public Utilities Board,A,Bundled,O,TX,Municipal,ERCO,"63,731.00","596,543","46,449"
2021,2411,City of Brownsville,A,Bundled,O,TN,Municipal,TVA,"5,305.00","53,064","4,162"
2021,2442,City of Bryan - (TX),A,Bundled,O,TX,Municipal,ERCO,"74,344.60","725,781","54,334"
2021,2487,City of Buford,A,Bundled,O,GA,Municipal,SOCO,"4,281.10","36,195","2,899"
2021,2502,"Buckeye Rural Elec Coop, Inc",A,Bundled,O,OH,Cooperative,PJM,"37,579.00","222,421","17,443"
2021,2507,City of Burbank Water and Power,A,Bundled,O,CA,Municipal,LDWP,"45,553.00","286,558","46,152"
2021,2548,City of Burlington Electric - (VT),A,Bundled,O,VT,Municipal,ISNE,"14,432.50","88,889","17,350"
2021,2651,Butler Rural Electric Coop Inc - (OH),A,Bundled,O,OH,Cooperative,PJM,"30,581.00","181,679","11,178"
2021,2652,Butler County Rural Elec Coop - (IA),A,Bundled,O,IA,Cooperative,SWPP,"9,034.10","66,853","3,873"
2021,2678,C & L Electric Coop Corp,A,Bundled,O,AR,Cooperative,MISO,"32,655.00","256,054","20,000"
2021,2774,CMS Electric Coop Inc,A,Bundled,O,KS,Cooperative,SWPP,"4,598.70","26,298","3,176"
2021,2812,City of Calhoun - (GA),A,Bundled,O,GA,Municipal,SOCO,"5,670.90","46,981","4,370"
2021,2830,Calpine Power America LLC,B,Energy,O,CA,Retail Power Marketer,CISO,0,0,0
2021,2830,Calpine Power America LLC,B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0
2021,2830,Calpine Power America LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,.,.,.
2021,2849,Central Electric Power Assn - (MS),A,Bundled,O,MS,Cooperative,TVA,"51,498.00","460,305","30,342"
2021,2903,Canoochee Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"36,890.80","299,920","21,956"
2021,2911,"Canadian Valley Elec Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,"39,636.70","358,470","23,249"
2021,2960,"Caney Fork Electric Coop, Inc",A,Bundled,O,TN,Cooperative,TVA,"46,784.00","399,929","28,106"
2021,2985,"Capital Electric Coop, Inc",A,Bundled,O,ND,Cooperative,SWPP,"24,694.10","235,107","18,971"
2021,3046,Duke Energy Progress - (NC),A,Bundled,O,NC,Investor Owned,CPLE,"1,901,168.90","16,374,422","1,257,123"
2021,3046,Duke Energy Progress - (NC),A,Bundled,O,SC,Investor Owned,CPLE,"241,604.40","2,059,056","139,488"
2021,3075,Carroll County - (TN),A,Bundled,O,TN,Municipal,TVA,"19,020.00","176,814","12,225"
2021,3081,Carroll Electric Member Corp - (GA),A,Bundled,O,GA,Cooperative,SOCO,"85,335.00","712,650","50,451"
2021,3093,Carroll Electric Coop Corp - (AR),A,Bundled,O,AR,Cooperative,SWPP,"130,008.00","1,245,773","91,390"
2021,3093,Carroll Electric Coop Corp - (AR),A,Bundled,O,MO,Cooperative,SWPP,"13,930.00","129,844","11,695"
2021,3107,Carteret-Craven El Member Corp,A,Bundled,O,NC,Cooperative,CPLE,"52,935.70","467,995","37,525"
2021,3108,City of Cartersville - (GA),A,Bundled,O,GA,Municipal,SOCO,"9,250.00","81,612","6,516"
2021,3113,City of Carthage - (MO),A,Bundled,O,MO,Municipal,SWPP,"9,652.00","80,010","6,819"
2021,3203,Cedar Falls Utilities,A,Bundled,O,IA,Municipal,MISO,"19,055.60","176,723","17,387"
2021,3205,Cedar-Knox Public Power Dist,A,Bundled,O,NE,Political Subdivision,SWPP,"7,852.00","97,031","5,515"
2021,3208,Cedarburg Light & Water Comm,A,Bundled,O,WI,Municipal,MISO,"5,790.60","47,231","5,765"
2021,3216,City of Celina - (OH),A,Bundled,O,OH,Municipal,PJM,"9,367.00","83,923","7,011"
2021,3222,Central Alabama Electric Coop,A,Bundled,O,AL,Cooperative,SOCO,"80,918.00","586,532","43,245"
2021,3226,"Central Rural Electric Cooperative, Inc",A,Bundled,O,OK,Cooperative,AECI,"35,908.90","335,485","18,260"
2021,3236,"Central Electric Coop, Inc - (SD)",A,Bundled,O,SD,Cooperative,WACM,"14,075.40","112,710","6,399"
2021,3240,Central Electric Coop Inc - (OR),A,Bundled,O,OR,Cooperative,BPAT,"49,260.00","536,822","32,264"
2021,3245,"Central Florida Elec Coop, Inc",A,Bundled,O,FL,Cooperative,SEC,"47,578.50","373,386","31,445"
2021,3248,Central Georgia El Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"90,011.00","836,527","56,522"
2021,3249,Central Hudson Gas & Elec Corp,A,Bundled,O,NY,Investor Owned,NYIS,"338,949.50","1,829,227","215,501"
2021,3249,Central Hudson Gas & Elec Corp,C,Delivery,O,NY,Investor Owned,NYIS,"44,269.00","380,428","44,690"
2021,3250,Central Electric Membership Corp. - (NC),A,Bundled,O,NC,Cooperative,CPLE,"44,493.00","339,119","21,171"
2021,3264,Central Lincoln People's Ut Dt,A,Bundled,O,OR,Political Subdivision,BPAT,"44,185.50","441,566","35,002"
2021,3265,Cleco Power LLC,A,Bundled,O,LA,Investor Owned,MISO,"453,439.00","3,653,529","248,381"
2021,3266,Central Maine Power Co,A,Bundled,O,ME,Investor Owned,ISNE,"593,980.00","3,608,474","503,190"
2021,3266,Central Maine Power Co,C,Delivery,O,ME,Investor Owned,ISNE,"40,453.00","404,700","56,996"
2021,3268,Central Missouri Elec Coop Inc,A,Bundled,O,MO,Cooperative,AECI,"19,785.90","190,140","10,791"
2021,3273,"Central New Mexico El Coop, Inc",A,Bundled,O,NM,Cooperative,PNM,"21,634.00","124,950","16,762"
2021,3282,"Central Texas Elec Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"48,905.10","446,564","36,272"
2021,3287,"Central Valley Elec Coop, Inc",A,Bundled,O,NM,Cooperative,SWPP,"7,708.40","80,135","5,961"
2021,3291,Central Virginia Electric Coop,A,Bundled,O,VA,Cooperative,PJM,"67,725.00","498,346","34,060"
2021,3295,City of Centralia - (WA),A,Bundled,O,WA,Municipal,BPAT,"12,043.80","122,487","8,926"
2021,3329,Borough of Chambersburg,A,Bundled,O,PA,Municipal,PJM,"9,665.00","97,537","9,588"
2021,3355,City of Chanute,A,Bundled,O,KS,Municipal,SWPP,"4,405.00","44,338","4,565"
2021,3400,City of Chaska - (MN),A,Bundled,O,MN,Municipal,MISO,"13,237.10","85,945","9,649"
2021,3408,City of Chattanooga - (TN),A,Bundled,O,GA,Municipal,TVA,"15,507.00","140,369","9,765"
2021,3408,City of Chattanooga - (TN),A,Bundled,O,TN,Municipal,TVA,"234,333.00","2,113,989","155,393"
2021,3413,PUD No 1 of Chelan County,A,Bundled,O,WA,Political Subdivision,CHPD,"28,836.90","854,961","40,597"
2021,3413,PUD No 1 of Chelan County,B,Energy,O,WA,Political Subdivision,PSEI,.,.,.
2021,3426,Cherokee Electric Coop,A,Bundled,O,AL,Cooperative,TVA,"33,633.00","244,100","18,193"
2021,3436,Cherryland Electric Coop Inc,A,Bundled,O,MI,Cooperative,MISO,"42,036.20","290,766","33,808"
2021,3461,Cheyenne Light Fuel & Power,A,Bundled,O,WY,Investor Owned,WACM,"42,709.00","279,719","38,583"
2021,3470,Cherokee County Elec Coop Assn,A,Bundled,O,TX,Cooperative,ERCO,"33,453.00","280,445","20,255"
2021,3475,City of Chickamauga,A,Bundled,O,GA,Municipal,TVA,"1,298.00","10,893",834
2021,3477,City of Chicopee - (MA),A,Bundled,O,MA,Municipal,ISNE,"26,056.20","199,363","23,202"
2021,3478,Cimarron Electric Coop,A,Bundled,O,OK,Cooperative,SWPP,"20,698.50","169,164","14,412"
2021,3502,"Choctawhatche Elec Coop, Inc",A,Bundled,O,FL,Cooperative,SOCO,"83,966.00","719,763","52,926"
2021,3503,"Choptank Electric Cooperative, Inc",A,Bundled,O,MD,Cooperative,PJM,"96,944.00","701,862","49,643"
2021,3522,Chugach Electric Assn Inc,A,Bundled,O,AK,Cooperative,CEA,"126,428.20","613,667","96,560"
2021,3527,Choctaw Electric Coop Inc,A,Bundled,O,OK,Cooperative,SWPP,"37,457.40","280,866","19,847"
2021,3542,Duke Energy Ohio Inc,A,Bundled,O,OH,Investor Owned,PJM,"328,712.10","2,934,314","254,844"
2021,3542,Duke Energy Ohio Inc,C,Delivery,O,OH,Investor Owned,PJM,"280,388.60","4,529,462","400,951"
2021,3597,Citizens Electric Co - (PA),A,Bundled,O,PA,Investor Owned,PJM,"9,220.00","87,656","5,888"
2021,3597,Citizens Electric Co - (PA),C,Delivery,O,PA,Investor Owned,PJM,4,115,4
2021,3600,Citizens Electric Corporation - (MO),A,Bundled,O,MO,Cooperative,MISO,"41,569.00","298,854","24,892"
2021,3641,"Claiborne Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,"29,973.30","305,567","21,641"
2021,3644,PUD No 1 of Clallam County,A,Bundled,O,WA,Political Subdivision,BPAT,"50,997.40","456,148","29,878"
2021,3647,City of Claremore,A,Bundled,O,OK,Municipal,SWPP,"17,595.00","123,498","11,276"
2021,3660,PUD No 1 of Clark County - (WA),A,Bundled,O,WA,Political Subdivision,BPAT,"238,756.00","2,584,555","205,679"
2021,3687,Clark Energy Coop Inc - (KY),A,Bundled,O,KY,Cooperative,PJM,"38,855.00","341,046","25,618"
2021,3704,City of Clarksville - (TN),A,Bundled,O,TN,Municipal,TVA,"110,081.00","963,378","68,627"
2021,3705,Clarksville Connected Utilities,A,Bundled,O,AR,Municipal,SWPP,"3,887.90","46,302","3,829"
2021,3712,Clay County Electric Coop Corp,A,Bundled,O,AR,Cooperative,MISO,"16,280.20","111,667","10,496"
2021,3712,Clay County Electric Coop Corp,A,Bundled,O,MO,Cooperative,MISO,76.6,516,47
2021,3755,Cleveland Electric Illum Co,A,Bundled,O,OH,Investor Owned,PJM,"162,934.00","1,267,429","165,278"
2021,3755,Cleveland Electric Illum Co,C,Delivery,O,OH,Investor Owned,PJM,"325,127.20","4,371,173","506,736"
2021,3757,"Clay Electric Cooperative, Inc",A,Bundled,O,FL,Cooperative,SEC,"263,801.40","2,286,541","162,190"
2021,3758,City of Cleveland - (TN),A,Bundled,O,TN,Municipal,TVA,"43,876.00","376,071","27,665"
2021,3762,City of Cleveland - (OH),A,Bundled,O,OH,Municipal,PJM,"58,956.90","404,263","65,104"
2021,3812,City of Clinton - (TN),A,Bundled,O,TN,Municipal,TVA,"43,015.00","370,626","25,733"
2021,3824,Clyde Light & Power,A,Bundled,O,OH,Municipal,PJM,"2,895.00","25,124","2,770"
2021,3828,Cloverland Electric Co-op,A,Bundled,O,MI,Cooperative,MISO,"37,090.40","287,425","35,754"
2021,3841,Coast Electric Power Assn,A,Bundled,O,MS,Cooperative,SOCO,"137,065.00","1,156,689","78,844"
2021,3843,Coastal Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"37,759.00","273,962","18,642"
2021,3855,Columbia Power System,A,Bundled,O,TN,Municipal,TVA,"40,853.00","371,579","27,949"
2021,3892,City of Coffeyville - (KS),A,Bundled,O,KS,Municipal,SWPP,"5,730.30","48,901","4,883"
2021,3915,Coldwater Board of Public Util,A,Bundled,O,MI,Municipal,MISO,"5,444.00","44,229","5,982"
2021,3916,Cobb Electric Membership Corp,A,Bundled,O,GA,Cooperative,SOCO,"294,644.80","2,516,660","193,774"
2021,3931,Coles-Moultrie Electric Coop,A,Bundled,O,IL,Cooperative,MISO,"16,766.00","119,209","8,437"
2021,3939,City of College Park - (GA),A,Bundled,O,GA,Municipal,SOCO,"10,006.10","71,147","7,366"
2021,3940,City of College Station - (TX),A,Bundled,O,TX,Municipal,ERCO,"62,145.00","475,849","40,579"
2021,3989,City of Colorado Springs - (CO),A,Bundled,O,CO,Municipal,PSCO,"217,612.50","1,632,072","206,362"
2021,3991,CMS Energy Resource Management,B,Energy,O,MI,Retail Power Marketer,MISO,0,0,0
2021,4003,City of Colton - (CA),A,Bundled,O,CA,Municipal,CISO,"16,499.10","110,211","17,248"
2021,4041,"Columbia Rural Elec Assn, Inc",A,Bundled,O,OR,Cooperative,BPAT,107.4,894,44
2021,4041,"Columbia Rural Elec Assn, Inc",A,Bundled,O,WA,Cooperative,BPAT,"7,521.00","57,733","3,863"
2021,4045,City of Columbia - (MO),A,Bundled,O,MO,Municipal,MISO,"57,560.00","442,495","44,511"
2021,4063,Co-Mo Electric Coop Inc,A,Bundled,O,MO,Cooperative,AECI,"52,939.00","392,405","30,076"
2021,4065,City of Columbus - (OH),A,Bundled,O,OH,Municipal,PJM,"10,569.80","91,297","13,096"
